MIX,PSNR,SSIM,loss,mean_absolute_error,mean_squared_error,val_MIX,val_PSNR,val_SSIM,val_loss,val_mean_absolute_error,val_mean_squared_error
0.2151,21.1647,0.756889,0.24311,0.0680439,0.00857582,0.2118,21.1919,0.760739,0.239261,0.0676341,0.00854847
0.215201,21.1128,0.756846,0.243154,0.0684514,0.00867224,0.211609,21.2427,0.760961,0.239039,0.067602,0.00848491
0.215093,21.1555,0.756907,0.243093,0.0680952,0.0085905,0.211902,21.1848,0.760614,0.239386,0.0676115,0.00857103
0.214987,21.1874,0.756983,0.243017,0.0678257,0.0085355,0.211952,21.0708,0.760836,0.239164,0.0690871,0.00879101
0.215111,21.1808,0.756859,0.243141,0.0679509,0.00856189,0.212252,20.9262,0.760661,0.239339,0.0700448,0.00902437
0.215042,21.149,0.75696,0.24304,0.0680524,0.00859782,0.211641,21.2493,0.76087,0.23913,0.0673194,0.00846918
0.215075,21.1766,0.756894,0.243106,0.067913,0.00856242,0.211488,21.3182,0.760995,0.239005,0.0670215,0.00836882
0.215312,21.1419,0.756669,0.243331,0.0682168,0.00862904,0.211816,21.1361,0.760878,0.239122,0.0684596,0.00867746
0.214971,21.2045,0.756969,0.243031,0.0676566,0.00850641,0.211698,21.17,0.760953,0.239047,0.0681173,0.00861281
0.215034,21.182,0.756932,0.243068,0.0678559,0.00855804,0.211593,21.2699,0.760897,0.239103,0.067168,0.00843829
0.215163,21.1552,0.75682,0.24318,0.068071,0.00860245,0.211574,21.3008,0.760905,0.239095,0.0670904,0.00838763
0.214973,21.1951,0.756978,0.243022,0.0677182,0.00852456,0.211755,21.2903,0.760628,0.239372,0.0667659,0.00839807
0.214993,21.2118,0.756942,0.243058,0.0676564,0.00850995,0.212076,21.01,0.760706,0.239294,0.0691825,0.00887295
0.215066,21.1628,0.756914,0.243085,0.0679646,0.00858373,0.211837,21.4407,0.760323,0.239677,0.0656767,0.00815749
0.214965,21.1757,0.757009,0.242991,0.067831,0.008562,0.211738,21.1736,0.760913,0.239087,0.0681578,0.00861554
0.215031,21.2193,0.756889,0.243112,0.0676048,0.00850004,0.212052,21.1229,0.76052,0.23948,0.0680545,0.00865909
0.214954,21.174,0.757018,0.242981,0.0678091,0.0085586,0.211598,21.3736,0.760728,0.239272,0.0663133,0.00826541
0.214975,21.2276,0.756938,0.243062,0.0675225,0.00848194,0.211699,21.4109,0.760549,0.239451,0.0660003,0.00820431
0.215073,21.1852,0.756865,0.243135,0.0677456,0.00855212,0.211729,21.1917,0.760858,0.239142,0.0678117,0.00856526
0.214927,21.2135,0.757003,0.242996,0.0675631,0.00850131,0.212154,20.9628,0.760699,0.239301,0.0696335,0.00896677
0.215083,21.1939,0.756857,0.243143,0.0677643,0.0085437,0.212109,21.0431,0.76059,0.23941,0.068781,0.00881709
0.214932,21.2339,0.756975,0.243025,0.0674457,0.00847475,0.212283,21.3066,0.759965,0.240035,0.0665829,0.00834597
0.215083,21.1834,0.756853,0.243147,0.0677467,0.00855522,0.211629,21.2675,0.760836,0.239165,0.0670673,0.00844239
0.215014,21.1918,0.756928,0.243072,0.0677058,0.0085438,0.211533,21.4507,0.760683,0.239317,0.0656651,0.00815356
0.214923,21.2429,0.756972,0.243028,0.0673723,0.00845866,0.211837,21.1424,0.760763,0.239237,0.0679867,0.00864286
0.214924,21.2202,0.756996,0.243003,0.0675095,0.00849831,0.212116,21.3059,0.760174,0.239826,0.0666341,0.00835517
0.215049,21.1814,0.756899,0.243101,0.0677723,0.00856273,0.211632,21.2291,0.760897,0.239103,0.0674042,0.00850912
0.214985,21.2171,0.756928,0.243072,0.0675302,0.00850439,0.211386,21.4181,0.760971,0.239029,0.0662621,0.00821183
0.214863,21.2589,0.757015,0.242985,0.0672238,0.00843362,0.211816,21.1228,0.760836,0.239164,0.0682424,0.00868455
0.21488,21.2351,0.757025,0.242975,0.0673821,0.00847262,0.211869,21.3153,0.760422,0.239578,0.0663945,0.00835414
0.214974,21.1798,0.756981,0.243019,0.0677385,0.00856591,0.212375,20.9171,0.760546,0.239454,0.0702122,0.00907597
0.214949,21.2543,0.75692,0.243079,0.0672661,0.00844279,0.212206,20.9517,0.760654,0.239346,0.0697195,0.00900154
